bvid,has_stat_snapshot,has_comment_snapshot
BV1MtX8BcEWh,True,True
BV1MtX8BcEaX,True,True
BV1MtX8BcEeA,True,True
BV1MtX8BcEec,True,True
BV1MtXuB6Egx,True,True
BV1MuDEBdEhC,True,True
BV1MuDEBoEXg,True,True
BV1Mv9KBwEVB,True,True
BV1MvDdBeEDC,True,True
BV1MvDdBeEjA,True,True
BV1Mw9WBmEix,True,True
BV1MwXLBQEMt,True,True
BV1MwXLBQEcj,True,True
BV1MwXLBQEjb,True,True
BV1MwXSBSE5M,True,True
BV1MxDLBEE1v,True,True
BV1MxDLBEE3q,True,True
BV1MxQWB5E9Q,True,True
BV1MxQWB5Ey8,True,True
BV1MxX8BaENL,True,True
BV1MxX8BaEP2,True,True
BV1MxXrBwEdk,True,True
BV1MxXzBWE5Z,True,True
BV1My9GBJEKu,True,True
BV1MyD5B7EGC,True,True
BV1MyX6BFE6k,True,True
BV1MyX6BFEWL,True,True
BV1MyX6BFEeR,True,True
BV1MyXKBwE7Y,True,True
BV1MyXKBwEQn,True,True
BV1MyXKBwEjn,True,True
BV1MyXQBfEvx,True,True
BV1MzDZBzEQc,True,True
BV1MzDZBzEQy,True,True
BV1MzDvB3EDz,True,True
BV1MzPkzhEoy,True,True
BV1MzXPBoEca,True,True
BV1MzXVBUEKu,True,True
BV1MzXVBUELy,True,True
BV1N1DWBqEcR,True,True
BV1N1DYBbEud,True,True
BV1N1DZBvECK,True,True
BV1N1DcBuEEP,True,True
BV1N1DcBuEMG,True,True
BV1N1QTB4Exn,True,True
BV1N1XLBpESV,True,True
BV1N1XLBpESh,True,True
BV1N1XLBpEf6,True,True
BV1N1XLBpEyq,True,True
BV1N1XPBXEAS,True,True
BV1N1XVByEBa,True,True
BV1N1XVByEE2,True,True
BV1N1XsBGEAb,True,True
BV1N2XLBQENP,True,True
BV1N39WBrE8e,True,True
BV1N39WBrEEr,True,True
BV1N39WBrEJn,True,True
BV1N3DjBmEc8,True,True
BV1N3DqBME5W,True,True
BV1N3DqBMEsB,True,True
BV1N3XQBHE36,True,True
BV1N3XQBHEge,True,True
BV1N3XQBpEm3,True,True
BV1N49FBVEWR,True,True
BV1N49FBVEvJ,True,True
BV1N4D1BFELY,True,True
BV1N4D1BFEMo,True,True
BV1N4DsBzEpC,True,True
BV1N4QMBbENs,True,True
BV1N4QhBoEdr,True,True
BV1N4QhBoExG,True,True
BV1N4SDBrEVM,True,True
BV1N4XNBRENs,True,True
BV1N4XjBsE9n,True,True
BV1N59NBoEM1,True,True
BV1N5DEBWE4j,True,True
BV1N5DrBQEm6,True,True
BV1N5DrBQErW,True,True
BV1N5DrBQErs,True,True
BV1N5XhBfEBG,True,True
BV1N697BtEW3,True,True
BV1N69KBZEbR,True,True
BV1N6D9BpEzz,True,True
BV1N6QAB5EwC,True,True
BV1N6X1BMEVt,True,True
BV1N7DEBHEHp,True,True
BV1N7DuB8EJG,True,True
BV1N7QsBzEKJ,True,True
BV1N8DLB1ETQ,True,True
BV1N8QYBYEgA,True,True
BV1N8X8BfERZ,True,True
BV1N8X8BfERy,True,True
BV1N8XDBnEyk,True,True
BV1N8XNBXEjS,True,True
BV1N8XNBXEtW,True,True
BV1N8XjBpEiD,True,True
BV1N99GBVEND,True,True
BV1N9QwB1EE1,True,True
BV1N9QwB1EJM,True,True
BV1N9QwB1EWF,True,True
