bvid,board_rid,board_name,board_rank,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs,source_csv_path,source_group,_source_priority
BV1sP9MBcEYF,,,,author_expand,owner:1794194767,2026-04-04T08:58:33.400186+00:00,2026-04-04T08:58:33.400186+00:00,1794194767,137,2026-04-03T12:49:46+00:00,31,5302.0,owner:1794194767,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1kN9MB8ERK,,,,author_expand,owner:479775407,2026-04-04T09:11:51.130603+00:00,2026-04-04T09:11:51.130603+00:00,479775407,75,2026-04-03T12:48:25+00:00,143,1869.0,owner:479775407,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1pN9MB8E15,,,,author_expand,owner:1335713025,2026-04-04T07:48:31.357023+00:00,2026-04-04T07:48:31.357023+00:00,1335713025,220,2026-04-03T12:47:51+00:00,476,240856.0,owner:1335713025,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1AN9MBhE1D,,,,hot,hot:pn=18:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,671089519,172,2026-04-03T12:47:23+00:00,13,4296605.0,hot:pn=18:ps=20,full_site_floorings/daily_hot-20260409_211153.csv,full_site_floorings,1000
BV1Hu9MBoEvR,1010.0,知识,34.0,rankboard,rankboard:rid=1010:rank=34,2026-04-06T09:02:34.228008+00:00,,278761367,247,2026-04-03T12:46:41+00:00,969,663534.0,"rankboard:rid=1010:rank=34,https://www.bilibili.com/v/popular/rank/knowledge",full_site_floorings/rankboard-20260406_170215.csv,full_site_floorings,1007
BV1sN9MB8Euc,,,,author_expand,owner:522653994,2026-04-04T08:13:22.196026+00:00,2026-04-04T08:13:22.196026+00:00,522653994,205,2026-04-03T12:44:48+00:00,57,4195.0,owner:522653994,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1WN9MB8E2E,,,,author_expand,owner:522653994,2026-04-04T08:13:22.196026+00:00,2026-04-04T08:13:22.196026+00:00,522653994,205,2026-04-03T12:44:20+00:00,37,230809.0,owner:522653994,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1xc9MBwEML,,,,hot,hot:pn=20:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,1829968288,21,2026-04-03T12:43:21+00:00,379,391810.0,hot:pn=20:ps=20,full_site_floorings/daily_hot-20260408_211226.csv,full_site_floorings,1001
BV1hgX5B4EyA,,,,author_expand,owner:3494356069649346,2026-04-04T09:07:50.556032+00:00,2026-04-04T09:07:50.556032+00:00,3494356069649346,207,2026-04-03T12:42:00+00:00,184,426.0,owner:3494356069649346,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1QM9TBBE6m,,,,author_expand,owner:102813782,2026-04-04T09:08:34.655455+00:00,2026-04-04T09:08:34.655455+00:00,102813782,31,2026-04-03T12:41:21+00:00,285,3734.0,owner:102813782,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
