bvid,board_rid,board_name,board_rank,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs,source_csv_path,source_group,_source_priority
BV1RJDMBuE1R,,,,author_expand,owner:569784264,2026-04-04T09:07:30.363656+00:00,2026-04-04T09:07:30.363656+00:00,569784264,183,2026-04-04T07:41:24+00:00,1394,41.0,owner:569784264,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1XvDNBhEiH,,,,hot,hot:pn=12:ps=20,2026-04-05T08:00:17.057955+00:00,2026-04-05T08:00:17.057955+00:00,3546713063164029,124,2026-04-04T07:38:15+00:00,5268,379646.0,hot:pn=12:ps=20,full_site_floorings/daily_hot-20260405_160017.csv,full_site_floorings,1008
BV19qDNBFE8H,1002.0,娱乐,87.0,rankboard,rankboard:rid=1002:rank=87,2026-04-07T12:40:30.430123+00:00,,2066688593,137,2026-04-04T07:35:27+00:00,5631,18333.0,"rankboard:rid=1002:rank=87,https://www.bilibili.com/v/popular/rank/ent",full_site_floorings/rankboard-20260407_204015.csv,full_site_floorings,1003
BV1XqDNBFEue,,,,author_expand,owner:1390829728,2026-04-04T08:43:13.908933+00:00,2026-04-04T08:43:13.908933+00:00,1390829728,205,2026-04-04T07:33:36+00:00,41,103.0,owner:1390829728,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1VqDNBcEqE,1013.0,汽车,50.0,rankboard,rankboard:rid=1013:rank=50,2026-04-07T12:40:39.248106+00:00,,3546968972331457,176,2026-04-04T07:32:45+00:00,68,185085.0,"rankboard:rid=1013:rank=50,https://www.bilibili.com/v/popular/rank/car",full_site_floorings/rankboard-20260407_204015.csv,full_site_floorings,1003
BV1YqDNBcEH9,1004.0,舞蹈,89.0,rankboard,rankboard:rid=1004:rank=89,2026-04-08T13:22:05.730069+00:00,,109680214,25,2026-04-04T07:32:02+00:00,30,78727.0,"rankboard:rid=1004:rank=89,https://www.bilibili.com/v/popular/rank/dance",full_site_floorings/rankboard-20260408_212152.csv,full_site_floorings,1002
BV1gq9gBjEao,1013.0,汽车,74.0,rankboard,rankboard:rid=1013:rank=74,2026-04-06T09:02:41.283579+00:00,,39026997,247,2026-04-04T07:30:00+00:00,571,107129.0,"rankboard:rid=1013:rank=74,https://www.bilibili.com/v/popular/rank/car",full_site_floorings/rankboard-20260406_170215.csv,full_site_floorings,1007
BV19aDNBYE8K,,,,author_expand,owner:1390829728,2026-04-04T08:43:13.908933+00:00,2026-04-04T08:43:13.908933+00:00,1390829728,205,2026-04-04T07:27:48+00:00,27,42.0,owner:1390829728,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1RaDNBYETP,,,,author_expand,owner:1905206817,2026-04-04T08:44:48.236093+00:00,2026-04-04T08:44:48.236093+00:00,1905206817,205,2026-04-04T07:26:46+00:00,10,67.0,owner:1905206817,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1XeDNBwE2w,,,,author_expand,owner:1905206817,2026-04-04T08:44:48.236093+00:00,2026-04-04T08:44:48.236093+00:00,1905206817,205,2026-04-04T07:25:40+00:00,10,36.0,owner:1905206817,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1SrDNB4EqN,,,,author_expand,owner:3461567211375310,2026-04-04T08:39:30.860585+00:00,2026-04-04T08:39:30.860585+00:00,3461567211375310,31,2026-04-04T07:23:25+00:00,49,1468.0,owner:3461567211375310,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1ReDNBwErN,,,,author_expand,owner:487614876,2026-04-04T08:23:20.589684+00:00,2026-04-04T08:23:20.589684+00:00,487614876,205,2026-04-04T07:22:19+00:00,21,3103.0,owner:487614876,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1ukDNBoEHK,,,,author_expand,owner:1390829728,2026-04-04T08:43:13.908933+00:00,2026-04-04T08:43:13.908933+00:00,1390829728,205,2026-04-04T07:17:10+00:00,42,55.0,owner:1390829728,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1QBDNBbEsX,1012.0,科技数码,41.0,rankboard,rankboard:rid=1012:rank=41,2026-04-07T12:40:35.369388+00:00,,109655062,95,2026-04-04T07:14:04+00:00,302,101230.0,"rankboard:rid=1012:rank=41,https://www.bilibili.com/v/popular/rank/tech",full_site_floorings/rankboard-20260407_204015.csv,full_site_floorings,1003
BV1GBDNB8EXZ,1007.0,鬼畜,53.0,rankboard,rankboard:rid=1007:rank=53,2026-04-08T13:22:00.464447+00:00,,110371677,126,2026-04-04T07:13:36+00:00,142,134646.0,"rankboard:rid=1007:rank=53,https://www.bilibili.com/v/popular/rank/kichiku",full_site_floorings/rankboard-20260408_212152.csv,full_site_floorings,1002
BV1QzDNBZE43,1008.0,游戏,33.0,rankboard,rankboard:rid=1008:rank=33,2026-04-08T13:21:58.219434+00:00,,190093869,17,2026-04-04T07:13:10+00:00,106,2130736.0,"rankboard:rid=1008:rank=33,https://www.bilibili.com/v/popular/rank/game",full_site_floorings/rankboard-20260408_212152.csv,full_site_floorings,1002
BV1VBDNB8EjH,,,,author_expand,owner:3546902503098598,2026-04-04T08:35:16.717068+00:00,2026-04-04T08:35:16.717068+00:00,3546902503098598,154,2026-04-04T07:12:50+00:00,78,553.0,owner:3546902503098598,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1DBDNBbEv6,,,,author_expand,owner:3546902496807007,2026-04-04T08:39:45.664629+00:00,2026-04-04T08:39:45.664629+00:00,3546902496807007,154,2026-04-04T07:11:27+00:00,46,200.0,owner:3546902496807007,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1VBDNB8ETf,,,,author_expand,owner:222103174,2026-04-04T07:39:58.638362+00:00,2026-04-04T07:39:58.638362+00:00,222103174,21,2026-04-04T07:11:19+00:00,17,4064.0,owner:222103174,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1YBDNB8ELk,,,,author_expand,owner:4351252,2026-04-04T08:56:03.216352+00:00,2026-04-04T08:56:03.216352+00:00,4351252,205,2026-04-04T07:09:49+00:00,23,55.0,owner:4351252,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1QzDNBZERh,,,,author_expand,owner:569784264,2026-04-04T09:07:30.363656+00:00,2026-04-04T09:07:30.363656+00:00,569784264,183,2026-04-04T07:08:48+00:00,625,40.0,owner:569784264,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1QzDNBZEd7,1008.0,游戏,36.0,rankboard,rankboard:rid=1008:rank=36,2026-04-07T12:40:19.650166+00:00,,1996990273,65,2026-04-04T07:08:20+00:00,23,1355835.0,"rankboard:rid=1008:rank=36,https://www.bilibili.com/v/popular/rank/game",full_site_floorings/rankboard-20260407_204015.csv,full_site_floorings,1003
BV1cJDNBkENv,1020.0,美食,69.0,rankboard,rankboard:rid=1020:rank=69,2026-04-07T12:40:37.307708+00:00,,480792810,201,2026-04-04T07:05:41+00:00,122,249514.0,"rankboard:rid=1020:rank=69,https://www.bilibili.com/v/popular/rank/food",full_site_floorings/rankboard-20260407_204015.csv,full_site_floorings,1003
BV1kn9NBQEH4,,,,author_expand,owner:652239032,2026-04-04T08:08:45.410900+00:00,2026-04-04T08:08:45.410900+00:00,652239032,17,2026-04-04T07:05:00+00:00,82,3863.0,owner:652239032,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1ks9TBoE6X,,,,author_expand,owner:19248926,2026-04-04T08:16:00.292397+00:00,2026-04-04T08:16:00.292397+00:00,19248926,124,2026-04-04T07:05:00+00:00,922,3111.0,owner:19248926,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1FpDNB6EQm,,,,hot,hot:pn=17:ps=20,2026-04-05T08:00:17.057955+00:00,2026-04-05T08:00:17.057955+00:00,456664753,21,2026-04-04T07:00:35+00:00,32,618186.0,hot:pn=17:ps=20,full_site_floorings/daily_hot-20260405_160017.csv,full_site_floorings,1008
BV17sDNBuEaF,,,,author_expand,owner:1390829728,2026-04-04T08:43:13.908933+00:00,2026-04-04T08:43:13.908933+00:00,1390829728,205,2026-04-04T07:00:27+00:00,49,451.0,owner:1390829728,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1m2DABLEVQ,,,,author_expand,owner:3690978005223681,2026-04-04T08:47:51.168774+00:00,2026-04-04T08:47:51.168774+00:00,3690978005223681,154,2026-04-04T07:00:00+00:00,124,1392.0,owner:3690978005223681,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV17Z9KBjEgD,1014.0,时尚美妆,58.0,rankboard,rankboard:rid=1014:rank=58,2026-04-08T13:22:25.650003+00:00,,495960372,21,2026-04-04T07:00:00+00:00,18,141764.0,"rankboard:rid=1014:rank=58,https://www.bilibili.com/v/popular/rank/fashion",full_site_floorings/rankboard-20260408_212152.csv,full_site_floorings,1002
BV1XjDKBYEqU,,,,hot,hot:pn=8:ps=20,2026-04-05T08:00:17.057955+00:00,2026-04-05T08:00:17.057955+00:00,4895244,171,2026-04-04T07:00:00+00:00,1105,441839.0,hot:pn=8:ps=20,full_site_floorings/daily_hot-20260405_160017.csv,full_site_floorings,1008
BV1fsDNBMETL,,,,hot,hot:pn=14:ps=20,2026-04-06T09:01:13.575381+00:00,2026-04-06T09:01:13.575381+00:00,26721635,253,2026-04-04T06:59:27+00:00,606,596755.0,hot:pn=14:ps=20,full_site_floorings/daily_hot-20260406_170113.csv,full_site_floorings,1006
BV1rJDNBkEPm,1004.0,舞蹈,94.0,rankboard,rankboard:rid=1004:rank=94,2026-04-06T09:02:27.460140+00:00,,85575619,252,2026-04-04T06:56:24+00:00,11,51513.0,"rankboard:rid=1004:rank=94,https://www.bilibili.com/v/popular/rank/dance",full_site_floorings/rankboard-20260406_170215.csv,full_site_floorings,1007
BV1wJDNBkELd,,,,author_expand,owner:401266391,2026-04-04T09:01:41.967244+00:00,2026-04-04T09:01:41.967244+00:00,401266391,199,2026-04-04T06:54:14+00:00,21,89.0,owner:401266391,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1apDKBbEF3,,,,hot,hot:pn=13:ps=20,2026-04-07T11:50:48.497530+00:00,2026-04-07T11:50:48.497530+00:00,78021099,28,2026-04-04T06:45:00+00:00,500,559199.0,hot:pn=13:ps=20,full_site_floorings/daily_hot-20260407_195048.csv,full_site_floorings,1005
BV1RhDNBPEBu,,,,hot,hot:pn=19:ps=20,2026-04-04T11:40:37.942228+00:00,2026-04-04T11:40:37.942228+00:00,1915056903,172,2026-04-04T06:44:20+00:00,154,162088.0,hot:pn=19:ps=20,full_site_floorings/daily_hot-20260404_194037.csv,full_site_floorings,1011
BV1tbDKBsEsQ,,,,author_expand,owner:3546821343316698,2026-04-04T08:53:46.074490+00:00,2026-04-04T08:53:46.074490+00:00,3546821343316698,228,2026-04-04T06:44:04+00:00,697,7097.0,owner:3546821343316698,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1ExDNBBEBg,,,,author_expand,owner:569784264,2026-04-04T09:07:30.363656+00:00,2026-04-04T09:07:30.363656+00:00,569784264,138,2026-04-04T06:39:02+00:00,97,97.0,owner:569784264,uid_expansions/uid_expansion_20260325_20260404_153028/videolist_part_1.csv,uid_expansions,0
BV1jxDNBBEUi,,,,hot,hot:pn=2:ps=20,2026-04-08T13:12:26.158810+00:00,2026-04-08T13:12:26.158810+00:00,3546618680838210,21,2026-04-04T06:37:32+00:00,36,2410972.0,hot:pn=2:ps=20,full_site_floorings/daily_hot-20260408_211226.csv,full_site_floorings,1001
BV1rFDKB5EjB,1004.0,舞蹈,43.0,rankboard,rankboard:rid=1004:rank=43,2026-04-05T08:03:41.569120+00:00,,2052138329,252,2026-04-04T06:30:26+00:00,13,80922.0,"rankboard:rid=1004:rank=43,https://www.bilibili.com/v/popular/rank/dance",full_site_floorings/rankboard-20260405_160330.csv,full_site_floorings,1009
BV1rFDKB5ENM,,,,hot,hot:pn=9:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,3706962661345847,21,2026-04-04T06:30:23+00:00,225,766758.0,hot:pn=9:ps=20,full_site_floorings/daily_hot-20260409_211153.csv,full_site_floorings,1000
