bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV1gKQ4BRE56,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,37,2026-04-14T04:00:02+00:00,2414,2671.0,owner:7584632
BV1s3QeBeEQW,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,183,2026-04-14T02:47:35+00:00,151,1884.0,owner:7584632
BV1G4QtBFELs,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,180,2026-04-14T02:00:02+00:00,2261,10632.0,owner:7584632
BV1r9DWBwExw,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,178,2026-04-13T11:09:06+00:00,2541,1246.0,owner:7584632
BV111DWBqEVq,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,178,2026-04-13T11:09:05+00:00,2609,2179.0,owner:7584632
BV1P1DWBqEHX,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,178,2026-04-13T11:09:05+00:00,2605,359.0,owner:7584632
BV1P1DWBqExv,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,178,2026-04-13T11:09:05+00:00,2572,547.0,owner:7584632
BV1N1DWBqEcR,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,178,2026-04-13T11:09:05+00:00,2614,7070.0,owner:7584632
BV1c9DWBwEB9,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,178,2026-04-13T11:09:05+00:00,2602,6972.0,owner:7584632
BV1c9DWBwEz2,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,178,2026-04-13T11:09:05+00:00,2555,321.0,owner:7584632
BV1P1DWBqEo1,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,178,2026-04-13T11:03:20+00:00,2548,66356.0,owner:7584632
BV15DQyBmES5,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,178,2026-04-13T10:30:02+00:00,2395,11782.0,owner:7584632
BV15DQyBmEik,author_expand,owner:7584632,2026-04-14T09:11:31.540159+00:00,2026-04-14T09:11:31.540159+00:00,7584632,178,2026-04-13T10:30:02+00:00,2400,5207.0,owner:7584632
BV1SsQvBCEK1,author_expand,owner:20165629,2026-04-14T09:11:56.134011+00:00,2026-04-14T09:11:56.134011+00:00,20165629,232,2026-04-14T08:27:55+00:00,30,7221.0,owner:20165629
BV1BhQ4BqE5P,author_expand,owner:20165629,2026-04-14T09:11:56.134011+00:00,2026-04-14T09:11:56.134011+00:00,20165629,232,2026-04-13T08:58:27+00:00,43,18539.0,owner:20165629
BV1irQbBBEEG,author_expand,owner:50329118,2026-04-14T09:14:05.188782+00:00,2026-04-14T09:14:05.188782+00:00,50329118,171,2026-04-13T11:57:04+00:00,14121,148348.0,owner:50329118
BV1m3Q4BnEeN,author_expand,owner:10119428,2026-04-14T09:15:40.659826+00:00,2026-04-14T09:15:40.659826+00:00,10119428,182,2026-04-13T09:36:56+00:00,3238,1135274.0,owner:10119428
BV1qSQvB4Ejx,author_expand,owner:10330740,2026-04-14T09:17:07.842713+00:00,2026-04-14T09:17:07.842713+00:00,10330740,124,2026-04-14T07:21:34+00:00,19,26149.0,owner:10330740
BV1TtQvBkEUn,author_expand,owner:10330740,2026-04-14T09:17:07.842713+00:00,2026-04-14T09:17:07.842713+00:00,10330740,124,2026-04-14T06:56:59+00:00,7,22871.0,owner:10330740
BV1SNQiBjEom,author_expand,owner:10330740,2026-04-14T09:17:07.842713+00:00,2026-04-14T09:17:07.842713+00:00,10330740,124,2026-04-14T06:22:15+00:00,28,29484.0,owner:10330740
BV1K3QiBVECz,author_expand,owner:10330740,2026-04-14T09:17:07.842713+00:00,2026-04-14T09:17:07.842713+00:00,10330740,124,2026-04-14T06:04:25+00:00,18,30531.0,owner:10330740
BV1RdQvBpE5Z,author_expand,owner:10330740,2026-04-14T09:17:07.842713+00:00,2026-04-14T09:17:07.842713+00:00,10330740,124,2026-04-14T05:54:49+00:00,88,13973.0,owner:10330740
BV1iDQvBdEXB,author_expand,owner:10330740,2026-04-14T09:17:07.842713+00:00,2026-04-14T09:17:07.842713+00:00,10330740,124,2026-04-14T05:50:55+00:00,14,57986.0,owner:10330740
BV1oDQvBdEgt,author_expand,owner:10330740,2026-04-14T09:17:07.842713+00:00,2026-04-14T09:17:07.842713+00:00,10330740,124,2026-04-14T05:48:15+00:00,15,14045.0,owner:10330740
BV1GAQ4BoE7o,author_expand,owner:10330740,2026-04-14T09:17:07.842713+00:00,2026-04-14T09:17:07.842713+00:00,648113003,228,2026-04-13T09:55:35+00:00,878,413601.0,owner:10330740
BV1M2DtBpEvz,author_expand,owner:15773384,2026-04-14T09:17:18.410464+00:00,2026-04-14T09:17:18.410464+00:00,15773384,145,2026-04-14T03:00:02+00:00,7474,5138.0,owner:15773384
BV1GnQxBxE2N,author_expand,owner:15773384,2026-04-14T09:17:18.410464+00:00,2026-04-14T09:17:18.410464+00:00,15773384,145,2026-04-14T02:00:02+00:00,6842,19566.0,owner:15773384
BV1FnDjBrErp,author_expand,owner:15773384,2026-04-14T09:17:18.410464+00:00,2026-04-14T09:17:18.410464+00:00,15773384,145,2026-04-13T10:00:02+00:00,6725,4857.0,owner:15773384
BV1nuQtBrEmp,author_expand,owner:21837784,2026-04-14T09:18:04.521947+00:00,2026-04-14T09:18:04.521947+00:00,21837784,182,2026-04-13T10:00:00+00:00,708,455562.0,owner:21837784
BV1u2QwBnEHM,author_expand,owner:98627270,2026-04-14T09:19:39.084341+00:00,2026-04-14T09:19:39.084341+00:00,98627270,170,2026-04-14T04:00:01+00:00,31,22672.0,owner:98627270
BV1wyQtBmEmX,author_expand,owner:98627270,2026-04-14T09:19:39.084341+00:00,2026-04-14T09:19:39.084341+00:00,98627270,170,2026-04-14T03:30:02+00:00,69,22154.0,owner:98627270
