bvid,has_stat_snapshot,has_comment_snapshot
BV1PgXLBjE5d,True,True
BV1PgXLBjE7R,True,True
BV1PgXLBjEzo,True,True
BV1PvX8BxEg8,True,True
BV1Q8XmBQEJN,True,True
BV1Q8XmBQEes,True,True
BV1QDXGBHE7y,True,True
BV1QLXzBFEVE,True,True
BV1QYXSBtEio,True,True
BV1QeXfBUEzj,True,True
BV1QvXmBEEFX,True,True
BV1QxX1B2EdL,True,True
BV1QzXKBvEcg,True,True
BV1RMXjBiEau,True,True
BV1RTX5BbETQ,True,True
BV1RhX4BhEJj,True,True
BV1RxXLBNEd7,True,True
BV1SVXGB2E4k,True,True
BV1SfX5B9Enr,True,True
BV1SiXLBtEQh,True,True
BV1SjXNBhEzZ,True,True
BV1TPXLBnExx,True,True
