bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV1bzDWBrEoK,author_expand,owner:632887,2026-04-10T14:40:54.339704+00:00,2026-04-10T14:40:54.339704+00:00,632887,138,2026-04-10T04:00:00+00:00,389,196968.0,owner:632887
BV172DfB9EbL,author_expand,owner:11718651,2026-04-10T14:42:30.875221+00:00,2026-04-10T14:42:30.875221+00:00,11718651,252,2026-04-10T08:16:40+00:00,15,3398.0,owner:11718651
BV13CQwBpEm6,author_expand,owner:487614876,2026-04-10T14:44:08.249778+00:00,2026-04-10T14:44:08.249778+00:00,487614876,205,2026-04-10T09:31:21+00:00,20,26761.0,owner:487614876
BV1jUDfBpE2Q,author_expand,owner:487614876,2026-04-10T14:44:08.249778+00:00,2026-04-10T14:44:08.249778+00:00,487614876,205,2026-04-10T08:12:33+00:00,44,11394.0,owner:487614876
BV174QFBxEX5,author_expand,owner:487614876,2026-04-10T14:44:08.249778+00:00,2026-04-10T14:44:08.249778+00:00,487614876,205,2026-04-10T07:49:18+00:00,64,12469.0,owner:487614876
BV1xgQFBTE4q,author_expand,owner:487614876,2026-04-10T14:44:08.249778+00:00,2026-04-10T14:44:08.249778+00:00,487614876,205,2026-04-10T07:29:16+00:00,36,199156.0,owner:487614876
BV1j8QFBWELA,author_expand,owner:487614876,2026-04-10T14:44:08.249778+00:00,2026-04-10T14:44:08.249778+00:00,487614876,205,2026-04-10T06:17:46+00:00,32,46922.0,owner:487614876
BV1suDZBFETe,author_expand,owner:487614876,2026-04-10T14:44:08.249778+00:00,2026-04-10T14:44:08.249778+00:00,487614876,205,2026-04-10T03:43:28+00:00,33,38836.0,owner:487614876
BV1GYDZBCEbL,author_expand,owner:487614876,2026-04-10T14:44:08.249778+00:00,2026-04-10T14:44:08.249778+00:00,487614876,205,2026-04-10T02:35:14+00:00,24,113095.0,owner:487614876
BV1uQDaBvEeq,author_expand,owner:3546727422364508,2026-04-10T14:46:04.397625+00:00,2026-04-10T14:46:04.397625+00:00,3546727422364508,237,2026-04-10T08:00:00+00:00,139,1426.0,owner:3546727422364508
BV1EMQcBtEM4,author_expand,owner:3546877037381978,2026-04-10T14:46:13.025429+00:00,2026-04-10T14:46:13.025429+00:00,3546877037381978,21,2026-04-10T05:35:54+00:00,97,417.0,owner:3546877037381978
BV19LQcBQEJq,author_expand,owner:3546877037381978,2026-04-10T14:46:13.025429+00:00,2026-04-10T14:46:13.025429+00:00,3546877037381978,21,2026-04-10T05:35:16+00:00,101,576.0,owner:3546877037381978
BV166DfBoEN3,author_expand,owner:3690987389979065,2026-04-10T14:46:21.988841+00:00,2026-04-10T14:46:21.988841+00:00,3690987389979065,168,2026-04-10T09:55:00+00:00,75,124.0,owner:3690987389979065
BV166DfBZESr,author_expand,owner:3690987389979065,2026-04-10T14:46:21.988841+00:00,2026-04-10T14:46:21.988841+00:00,3690987389979065,168,2026-04-10T09:45:00+00:00,75,210.0,owner:3690987389979065
