board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
0,全站,1,BV1rtDRBJE7s,rankboard,rankboard:rid=0:rank=1,2026-04-15T13:08:36.750237+00:00,,3546749647980910,242,2026-04-12T19:19:53+00:00,542,2325348.0,"rankboard:rid=0:rank=1,https://www.bilibili.com/v/popular/rank/all"
0,全站,2,BV1HyQ5BgEgo,rankboard,rankboard:rid=0:rank=2,2026-04-15T13:08:36.750237+00:00,,1340190821,172,2026-04-15T04:00:00+00:00,1075,2832595.0,"rankboard:rid=0:rank=2,https://www.bilibili.com/v/popular/rank/all"
0,全站,3,BV1YAQPBtELc,rankboard,rankboard:rid=0:rank=3,2026-04-15T13:08:36.750237+00:00,,16054375,22,2026-04-11T04:00:00+00:00,305,7894249.0,"rankboard:rid=0:rank=3,https://www.bilibili.com/v/popular/rank/all"
0,全站,4,BV1p7QeB8EeZ,rankboard,rankboard:rid=0:rank=4,2026-04-15T13:08:36.750237+00:00,,85628464,86,2026-04-14T01:35:26+00:00,124,2375961.0,"rankboard:rid=0:rank=4,https://www.bilibili.com/v/popular/rank/all"
0,全站,5,BV14fQ4BEEWd,rankboard,rankboard:rid=0:rank=5,2026-04-15T13:08:36.750237+00:00,,3546788160079885,17,2026-04-13T09:35:00+00:00,1181,1861095.0,"rankboard:rid=0:rank=5,https://www.bilibili.com/v/popular/rank/all"
0,全站,6,BV1tXDXBsEXp,rankboard,rankboard:rid=0:rank=6,2026-04-15T13:08:36.750237+00:00,,412615990,183,2026-04-12T14:16:40+00:00,676,1948787.0,"rankboard:rid=0:rank=6,https://www.bilibili.com/v/popular/rank/all"
0,全站,7,BV1QwDDBDEAA,rankboard,rankboard:rid=0:rank=7,2026-04-15T13:08:36.750237+00:00,,3706958481721897,76,2026-04-12T04:10:48+00:00,139,4033517.0,"rankboard:rid=0:rank=7,https://www.bilibili.com/v/popular/rank/all"
0,全站,8,BV1FeD1BsEQq,rankboard,rankboard:rid=0:rank=8,2026-04-15T13:08:36.750237+00:00,,355024318,173,2026-04-11T13:19:42+00:00,513,2805630.0,"rankboard:rid=0:rank=8,https://www.bilibili.com/v/popular/rank/all"
0,全站,9,BV1X2Q4B4EK5,rankboard,rankboard:rid=0:rank=9,2026-04-15T13:08:36.750237+00:00,,624708064,138,2026-04-13T10:00:00+00:00,238,2725516.0,"rankboard:rid=0:rank=9,https://www.bilibili.com/v/popular/rank/all"
0,全站,10,BV1bSDXB4Ee7,rankboard,rankboard:rid=0:rank=10,2026-04-15T13:08:36.750237+00:00,,157703013,241,2026-04-12T14:43:09+00:00,123,4820066.0,"rankboard:rid=0:rank=10,https://www.bilibili.com/v/popular/rank/all"
0,全站,11,BV1WwD9BJEMX,rankboard,rankboard:rid=0:rank=11,2026-04-15T13:08:36.750237+00:00,,777536,182,2026-04-12T12:57:58+00:00,510,2850004.0,"rankboard:rid=0:rank=11,https://www.bilibili.com/v/popular/rank/all"
0,全站,12,BV1wfDDBrETb,rankboard,rankboard:rid=0:rank=12,2026-04-15T13:08:36.750237+00:00,,647201537,76,2026-04-12T09:42:15+00:00,228,2045574.0,"rankboard:rid=0:rank=12,https://www.bilibili.com/v/popular/rank/all"
0,全站,13,BV1BzQhBmEss,rankboard,rankboard:rid=0:rank=13,2026-04-15T13:08:36.750237+00:00,,30898527,27,2026-04-14T03:00:00+00:00,87,1775102.0,"rankboard:rid=0:rank=13,https://www.bilibili.com/v/popular/rank/all"
0,全站,14,BV1LLQxBfEk1,rankboard,rankboard:rid=0:rank=14,2026-04-15T13:08:36.750237+00:00,,1636034895,172,2026-04-13T04:00:00+00:00,596,1215863.0,"rankboard:rid=0:rank=14,https://www.bilibili.com/v/popular/rank/all"
0,全站,15,BV1YFQPB8Ee2,rankboard,rankboard:rid=0:rank=15,2026-04-15T13:08:36.750237+00:00,,3546921513782109,138,2026-04-10T15:59:18+00:00,242,21272485.0,"rankboard:rid=0:rank=15,https://www.bilibili.com/v/popular/rank/all"
0,全站,16,BV1usQvByEJS,rankboard,rankboard:rid=0:rank=16,2026-04-15T13:08:36.750237+00:00,,94281836,182,2026-04-14T09:05:00+00:00,904,1758710.0,"rankboard:rid=0:rank=16,https://www.bilibili.com/v/popular/rank/all"
0,全站,17,BV17ADmBWErD,rankboard,rankboard:rid=0:rank=17,2026-04-15T13:08:36.750237+00:00,,371798399,138,2026-04-12T01:30:00+00:00,123,2054599.0,"rankboard:rid=0:rank=17,https://www.bilibili.com/v/popular/rank/all"
0,全站,18,BV17iDCBLEtW,rankboard,rankboard:rid=0:rank=18,2026-04-15T13:08:36.750237+00:00,,4658735,172,2026-04-11T13:00:00+00:00,286,758829.0,"rankboard:rid=0:rank=18,https://www.bilibili.com/v/popular/rank/all"
0,全站,19,BV1sHQ7BXE1X,rankboard,rankboard:rid=0:rank=19,2026-04-15T13:08:36.750237+00:00,,430426421,228,2026-04-15T03:50:00+00:00,1197,1400352.0,"rankboard:rid=0:rank=19,https://www.bilibili.com/v/popular/rank/all"
0,全站,20,BV1kDD2BaEHy,rankboard,rankboard:rid=0:rank=20,2026-04-15T13:08:36.750237+00:00,,3493260618106936,138,2026-04-12T04:00:00+00:00,96,3397915.0,"rankboard:rid=0:rank=20,https://www.bilibili.com/v/popular/rank/all"
