board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
,,,BV1Df9FBnE1u,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,2057895471,138,2026-04-03T11:30:00+00:00,280,7392779.0,hot:pn=1:ps=20
,,,BV1o7DYB2Exe,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,1497463202,208,2026-04-07T09:20:00+00:00,94,3709932.0,hot:pn=1:ps=20
,,,BV1xTSQBVEkC,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,478610686,138,2026-04-05T13:30:00+00:00,360,5163557.0,hot:pn=1:ps=20
,,,BV1qmDLBPEob,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,1140672573,228,2026-04-08T10:24:54+00:00,749,1723343.0,hot:pn=1:ps=20
,,,BV13XDeBkEUG,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,3546694587255191,228,2026-04-07T11:26:02+00:00,419,2047461.0,hot:pn=1:ps=20
,,,BV17vDrBMEb1,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,59905809,22,2026-04-09T04:05:00+00:00,89,182466.0,hot:pn=1:ps=20
,,,BV1st9FBkE1T,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,16054375,22,2026-04-02T13:18:20+00:00,96,5121501.0,hot:pn=1:ps=20
,,,BV1QpSoBqEF8,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,346749212,183,2026-04-06T09:31:14+00:00,239,3201298.0,hot:pn=1:ps=20
,,,BV1a5DsBmEWZ,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,8680974,215,2026-04-09T09:30:00+00:00,529,137170.0,hot:pn=1:ps=20
,,,BV148D7BWEk6,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,203337614,182,2026-04-08T14:45:20+00:00,813,450581.0,hot:pn=1:ps=20
,,,BV1x1DWBqEp3,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,562197,250,2026-04-09T09:00:35+00:00,1162,138043.0,hot:pn=1:ps=20
,,,BV1XkDrBaEXm,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,472747194,207,2026-04-09T09:00:00+00:00,756,134634.0,hot:pn=1:ps=20
,,,BV1E1DLBvE43,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,99157282,212,2026-04-08T10:29:58+00:00,1082,1003792.0,hot:pn=1:ps=20
,,,BV1pYDiBPE57,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,528461028,250,2026-04-08T10:00:00+00:00,578,476782.0,hot:pn=1:ps=20
,,,BV1LTDsBpEWw,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,10462362,173,2026-04-09T09:55:00+00:00,970,205223.0,hot:pn=1:ps=20
,,,BV1oCDsBoEQc,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,386869863,182,2026-04-09T09:00:00+00:00,3679,114719.0,hot:pn=1:ps=20
,,,BV1QzDzBdE7h,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,3546689080133740,215,2026-04-08T10:00:00+00:00,1013,565072.0,hot:pn=1:ps=20
,,,BV1Nn9TBhEYR,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,946974,95,2026-04-03T09:03:14+00:00,3229,7697957.0,hot:pn=1:ps=20
,,,BV1CpDnBREkh,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,1839002753,31,2026-04-09T09:00:00+00:00,115,92254.0,hot:pn=1:ps=20
,,,BV1j2DiBsECg,hot,hot:pn=1:ps=20,2026-04-09T13:11:53.543541+00:00,2026-04-09T13:11:53.543541+00:00,498099165,252,2026-04-07T14:19:30+00:00,44,1616366.0,hot:pn=1:ps=20
