board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
,,,BV1CoQ3BeE6K,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,632887,20,2026-04-15T10:00:00+00:00,64,63986.0,hot:pn=1:ps=20
,,,BV1usQvByEJS,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,94281836,182,2026-04-14T09:05:00+00:00,904,1721238.0,hot:pn=1:ps=20
,,,BV14fQ4BEEWd,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,3546788160079885,17,2026-04-13T09:35:00+00:00,1181,1845851.0,hot:pn=1:ps=20
,,,BV1ocQhBCExS,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,143854102,162,2026-04-13T16:15:38+00:00,49,268569.0,hot:pn=1:ps=20
,,,BV1WwD9BJEMX,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,777536,182,2026-04-12T12:57:58+00:00,510,2776588.0,hot:pn=1:ps=20
,,,BV1G8QEBTESh,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,373388923,85,2026-04-15T09:13:44+00:00,223,211545.0,hot:pn=1:ps=20
,,,BV1NADyBoEnP,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,1284218456,27,2026-04-11T16:07:19+00:00,145,511832.0,hot:pn=1:ps=20
,,,BV1szQjBnEBX,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,560647,21,2026-04-15T10:00:00+00:00,1951,101217.0,hot:pn=1:ps=20
,,,BV1rTQjBVEx3,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,10874201,17,2026-04-15T10:00:00+00:00,1310,53685.0,hot:pn=1:ps=20
,,,BV1gfQgB5EnC,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,4085626,31,2026-04-14T09:58:44+00:00,215,194961.0,hot:pn=1:ps=20
,,,BV1CtQbB7E1j,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,276807281,86,2026-04-13T11:30:47+00:00,48,626115.0,hot:pn=1:ps=20
,,,BV1DCQ3BVEgX,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,210752,183,2026-04-15T04:00:00+00:00,101,212779.0,hot:pn=1:ps=20
,,,BV1p7QeB8EeZ,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,85628464,86,2026-04-14T01:35:26+00:00,124,2228300.0,hot:pn=1:ps=20
,,,BV1xqQjBXEdu,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,8894411,212,2026-04-15T09:00:00+00:00,506,76914.0,hot:pn=1:ps=20
,,,BV1zmQvBZEKP,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,3546731908171869,21,2026-04-14T07:24:54+00:00,53,646739.0,hot:pn=1:ps=20
,,,BV1BzQhBmEss,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,30898527,27,2026-04-14T03:00:00+00:00,87,1756688.0,hot:pn=1:ps=20
,,,BV1fVQjBuEPY,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,2115962425,130,2026-04-15T09:00:00+00:00,182,24969.0,hot:pn=1:ps=20
,,,BV1pHQVBTE6F,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,474803476,76,2026-04-15T09:00:00+00:00,374,75563.0,hot:pn=1:ps=20
,,,BV1QBQ3B2EwW,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,417583826,137,2026-04-15T10:00:00+00:00,2922,33660.0,hot:pn=1:ps=20
,,,BV17qQ7BkEMq,hot,hot:pn=1:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,20165629,232,2026-04-15T03:53:16+00:00,165,82279.0,hot:pn=1:ps=20
,,,BV1c4QiBAEGQ,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,498701954,138,2026-04-14T04:40:49+00:00,19,4789933.0,hot:pn=2:ps=20
,,,BV15MQJBgE9J,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,650899373,228,2026-04-15T09:00:00+00:00,815,66332.0,hot:pn=2:ps=20
,,,BV1KwQuBeE8G,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,1577804,21,2026-04-11T05:36:47+00:00,3846,7555115.0,hot:pn=2:ps=20
,,,BV11CQEB4ESU,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,10119428,182,2026-04-15T09:42:21+00:00,3326,89708.0,hot:pn=2:ps=20
,,,BV1NJQLBjEhX,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,498099165,252,2026-04-15T02:30:00+00:00,167,222614.0,hot:pn=2:ps=20
,,,BV1odQxBhE4j,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,3691012234938963,200,2026-04-13T09:26:47+00:00,18,318653.0,hot:pn=2:ps=20
,,,BV1q5QjBBEQb,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,3493269774272811,21,2026-04-15T07:28:52+00:00,27,338364.0,hot:pn=2:ps=20
,,,BV1NyQEBoEKJ,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,327757321,21,2026-04-15T09:53:26+00:00,1914,95266.0,hot:pn=2:ps=20
,,,BV1ZpD2BDENz,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,354798686,121,2026-04-12T01:45:00+00:00,185,383341.0,hot:pn=2:ps=20
,,,BV1VXQgBEEXb,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,3546792949975540,138,2026-04-14T09:06:59+00:00,128,495772.0,hot:pn=2:ps=20
,,,BV1rtDRBJE7s,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,3546749647980910,242,2026-04-12T19:19:53+00:00,542,2314066.0,hot:pn=2:ps=20
,,,BV1uFQ3BCEUu,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,74529609,233,2026-04-14T10:20:31+00:00,602,745630.0,hot:pn=2:ps=20
,,,BV1qDQcBZEYR,hot,hot:pn=2:ps=20,2026-04-15T12:34:06.843321+00:00,2026-04-15T12:34:06.843321+00:00,1121360699,218,2026-04-10T11:34:43+00:00,74,9161286.0,hot:pn=2:ps=20
