bvid,has_stat_snapshot,has_comment_snapshot
BV1muSdBtEF5,True,True
BV1mv9KBwEF6,True,True
BV1mvDhB4Eau,True,True
BV1mvQUB5E9r,True,True
BV1mvSoBbEwR,True,True
BV1mvX3BkEWr,True,True
BV1mvX3BkEXd,True,True
BV1mvX3BkEdQ,True,True
BV1mvX3BkEmi,True,True
BV1mvX3BkEoY,True,True
BV1mw9cBEEeb,True,True
BV1mwX4BnEqz,True,True
BV1mxDKB4Emh,True,True
BV1mxDLBEELD,True,True
BV1mxXNBsEcx,True,True
BV1mxXNBsEnv,True,True
BV1mxXTBAE4x,True,True
BV1mxXTBAEJu,True,True
BV1mxXTBAEzX,True,True
BV1mxXzBpErD,True,True
BV1myDAB2Es5,True,True
BV1mz9HBCEYC,True,True
BV1mz9MBTEoS,True,True
BV1mzDYBaEkd,True,True
BV1mzDcBGEvy,True,True
BV1mzDvBgEXZ,True,True
BV1mzDvBgEXr,True,True
BV1mzDvBgExQ,True,True
BV1mzSSBCECw,True,True
BV1mzXLBxEdt,True,True
BV1mzXLBxEo5,True,True
BV1mzXVBmEHp,True,True
BV1mzXVBmEe6,True,True
BV1mzXmB1EAh,True,True
BV1mzXoBqEYy,True,True
BV1n19PB2EPj,True,True
BV1n19PB2EQA,True,True
BV1n19PB2Ei9,True,True
BV1n19PB2Em3,True,True
BV1n19PB2EoF,True,True
BV1n1D6BrEyY,True,True
BV1n1DKBCEG7,True,True
BV1n1Q5BzE9S,True,True
BV1n1Q5BzEzX,True,True
BV1n1XaB4E5A,True,True
BV1n2DQB6E61,True,True
BV1n2DkBUE9P,True,True
BV1n3DYBQEdi,True,True
BV1n3DYBQEpF,True,True
BV1n3QtBgEE4,True,True
BV1n3XeBtE5P,True,True
BV1n3XoBoEYD,True,True
BV1n49jB7EC5,True,True
BV1n49jB7EMr,True,True
BV1n49jB7Emu,True,True
BV1n49jB7Ep5,True,True
BV1n4QiBwEB9,True,True
BV1n4SZB9EGS,True,True
BV1n4SZB9Egm,True,True
BV1n4SZB9Eue,True,True
BV1n4XgBFEDS,True,True
BV1n4XgBFEXq,True,True
BV1n4XgBFEXz,True,True
BV1n4XgBFEZV,True,True
BV1n4XgBFEZw,True,True
BV1n59gBwEAC,True,True
BV1n5DWBZEQL,True,True
BV1n5DWBZEas,True,True
BV1n5DZBdEpD,True,True
BV1n5DxBiEys,True,True
BV1n5w8zGE16,True,True
BV1n6DfBZE5o,True,True
BV1n6XjByE7H,True,True
BV1n6XjByEJh,True,True
BV1n7DZB9EgZ,True,True
BV1n7DxBeEBE,True,True
BV1n7XKBDE9y,True,True
BV1n7XKBSE4j,True,True
BV1n7XKBSE5H,True,True
BV1n7XKBSEK7,True,True
BV1n7XKBSEap,True,True
BV1n7XLBrEFB,True,True
BV1n7XLBrEW4,True,True
BV1n7XLBrEjj,True,True
BV1n7XLBrEsS,True,True
BV1n8DFB8EsN,True,True
BV1n8DaBSE4K,True,True
BV1n8DaBSEPE,True,True
BV1n8DuBHEHz,True,True
BV1n8DuBHEWY,True,True
BV1n8DuBHEgp,True,True
BV1n8Q7B7ESt,True,True
BV1n8QKBmEPQ,True,True
BV1n8QKBmEx4,True,True
BV1n99MBoEHL,True,True
BV1n99gBvEpj,True,True
BV1n9DHBWEgd,True,True
BV1n9DyBQE6w,True,True
BV1n9DyBQEG7,True,True
BV1n9DyBQEzW,True,True
